genres,id,keywords,overview,tagline,title,cast,crew
"['Horror', 'Thriller']",13510,"['beach', 'wife husband relationship', 'lake', 'camping', 'rottweiler', 'sadism', 'forest', 'revenge', 'survival', 'fear', 'violence', 'couple', 'gang violence', 'teenage killer']","['Eden', 'Lake', 'is', 'a', 'relentlessly', 'tense', 'and', 'immaculately', 'paced', 'horror-thriller', 'about', 'modern', 'youth', 'gone', 'wild.', 'When', 'a', 'young', 'couple', 'goes', 'to', 'a', 'remote', 'wooded', 'lake', 'for', 'a', 'romantic', 'getaway,', 'their', 'quiet', 'weekend', 'is', 'shattered', 'by', 'an', 'aggressive', 'group', 'of', 'local', 'kids.', 'Rowdiness', 'quickly', 'turns', 'to', 'rage', 'as', 'the', 'teens', 'terrorize', 'the', 'couple', 'in', 'unimaginable', 'ways,', 'and', 'a', 'weekend', 'outing', 'becomes', 'a', 'bloody', 'battle', 'for', 'survival.']","['A', 'weekend', 'by', 'the', 'lake,', 'with', 'views', 'to', 'die', 'for.']",Eden Lake,"['Kelly Reilly', 'Michael Fassbender', 'Tara Ellis']",['James Watkins']
['Thriller'],215881,['woman director'],"['A', 'young', 'singer/songwriter,', 'despite', 'being', 'married,', 'becomes', 'involved', 'with', 'her', 'new', 'guitarist,', 'who', 'she', 'soon', 'discovers', 'has', 'a', 'dark', 'past', 'and', 'may', 'be', 'a', 'danger', 'to', 'her', 'and', 'those', 'close', 'to', 'her.']","[""There's"", 'a', 'fine', 'line', 'between', 'love', 'and', 'obsession.']",Plush,"['Emily Browning', 'Xavier Samuel', 'Cam Gigandet']",['Catherine Hardwicke']
"['Horror', 'Comedy']",18238,"['female nudity', 'horror', 'dark comedy', 'female homosexuality', 'female vampire']","['With', 'their', 'women', 'having', 'been', 'enslaved', 'by', 'a', 'pack', 'of', 'lesbian', 'vampires,', 'the', 'remaining', 'menfolk', 'of', 'a', 'rural', 'town', 'send', 'two', 'hapless', 'young', 'lads', 'out', 'onto', 'the', 'moors', 'as', 'a', 'sacrifice.']","['After', 'Twilight,', 'The', 'Real', 'Party', 'Starts.']",Lesbian Vampire Killers,"['James Corden', 'Mathew Horne', 'Paul McGann']",['Phil Claydon']
"['Drama', 'Action', 'Crime', 'Foreign']",22600,"['hearing', 'gang of thieves', 'organized crime']","['This', 'South', 'African', 'movie', 'tracks', 'the', 'rise', 'of', 'a', 'once-petty', 'criminal', 'to', 'the', 'heights', 'of', 'the', 'criminal', 'underworld.', 'After', 'cutting', 'his', 'teeth', 'on', 'hijacking,', 'before', 'moving', 'onto', 'bigger', 'game,', 'an', 'ambitious', 'man', 'hits', 'a', 'setback', 'when', 'most', 'of', 'his', 'gang', 'are', 'shot.']","['Welcome', 'to', 'the', 'promised', 'land.']",Gangster's Paradise: Jerusalema,"['Daniel Buckland', 'Robert Hobbs', 'Rapulana Seiphemo']",['Ralph Ziman']
"['Thriller', 'Horror']",50698,"['camcorder', 'reality', 'insane asylum', 'paranormal', 'haunting', 'psychiatric hospital', 'ghost hunting', 'paranormal investigation', 'labyrinth', 'mental asylum', 'found footage']","['A', 'crew', 'from', 'a', 'paranormal', 'reality', 'television', 'show', 'lock', 'themselves', 'in', 'a', 'haunted', 'psychiatric', 'hospital.', 'They', 'search', 'for', 'evidence', 'of', 'paranormal', 'activity', 'as', 'they', 'shoot', 'what', 'ends', 'up', 'becoming', 'their', 'final', 'episode.']","['They', 'Were', 'Searching', 'For', 'Proof.', 'They', 'Found', 'it.']",Grave Encounters,"['Sean Rogerson', 'Juan Riedinger', 'Ashleigh Gryzko']",['Colin Minihan']
['Horror'],115210,"['slapstick', 'teen angst', 'slaughter', 'dark comedy', 'supernatural being', 'killer clown', 'revenge killing']","['The', 'clumsy', 'and', 'unfunny', 'clown', 'Richard', '""Stitches""', 'Grindle', 'entertains', 'at', 'the', '10th', 'birthday', 'party', 'of', 'little', 'Tom,', 'but', 'the', 'boy', 'and', 'his', 'friends', 'play', 'a', 'prank', 'with', 'Stitches,', 'tying', 'his', 'shoelaces.', 'Stitches', 'slips,', 'falls', 'and', 'dies.', 'Six', 'years', 'later,', 'Tom', 'gives', 'a', 'birthday', 'party', 'for', 'his', 'friends', 'at', 'home,', 'but', 'Stitches', 'revives', 'to', 'haunt', 'the', 'teenagers', 'and', 'revenge', 'his', 'death.']","[""You'll"", 'die', 'laughing...']",Stitches,"['Ross Noble', 'Tommy Knight', 'Gemma-Leah Devereux']",['Conor McMahon']
"['Crime', 'Drama', 'Horror', 'Thriller']",34335,"['kidnapping', 'murder', 'suspense']","['Communication', 'is', 'the', 'key', 'to', 'the', 'survival', 'for', 'nine', 'strangers', 'who', 'have', 'been', 'kidnapped', 'by', 'a', 'masked', 'gunman', 'and', 'told', 'that', 'one', 'of', 'them', 'will', 'die', 'every', 'ten', 'minutes', 'until', 'they', 'discover', 'how', 'they', 'are', 'all', 'connected.', 'Who', 'of', 'the', 'nine', 'lives', 'and', 'who', 'dies?']","['It', ""doesn't"", 'have', 'to', 'end', 'this', 'way']",Nine Dead,"['Melissa Joan Hart', 'John Terry', 'Chip Bent']",['Chris Shadley']
['Thriller'],119458,[],"['A', 'maverick', 'New', 'York', 'hedge', 'fund', 'trader', 'with', 'uncanny', 'analytic', 'abilities', 'moves', 'to', 'Hong', 'Kong', 'and', 'orchestrates', 'a', 'mega-deal', 'that', 'swiftly', 'escalates', 'beyond', 'his', 'control.']","['Money', 'for', 'Life']",Supercapitalist,"['Linus Roache', 'Derek Ting', 'Richard Ng']",['Simon Yin']
"['Crime', 'Drama', 'Mystery']",3766,"['new york', 'san francisco', 'aquarium', 'shanghai', 'yacht', 'romantic rivalry', 'insurance fraud', 'court', 'blonde', 'suspense', 'classic noir', 'film noir']","['A', 'romantic', 'drifter', 'gets', 'caught', 'between', 'a', 'corrupt', 'tycoon', 'and', 'his', 'voluptuous', 'wife.']","['I', 'told', 'you...', 'you', 'know', 'nothing', 'about', 'wickedness']",The Lady from Shanghai,"['Rita Hayworth', 'Orson Welles', 'Everett Sloane']",['Orson Welles']
"['Action', 'Adventure', 'Drama']",18808,['road movie'],"['Jack', 'is', 'caught', 'with', 'the', 'wife', 'of', 'his', 'employer,', 'a', 'Vegas', 'thug.', 'The', 'thug', 'sends', 'goons', 'after', 'Jack,', 'who', 'convinces', 'his', 'best', 'friend,', 'Pilot,', 'to', 'flee', 'with', 'him.', 'Pilot', 'insists', 'that', 'they', 'head', 'for', 'Seattle,', 'but', ""doesn't"", 'tell', 'Jack', 'why.', 'The', 'goons', 'learn', 'from', ""Pilot's"", 'drug', 'source', 'where', 'the', 'youths', 'are', 'headed,', 'and', 'they', 'follow,', 'hell', 'bent', 'on', 'breaking', ""Jack's"", 'feet.', 'On', 'the', 'road,', 'Jack', 'and', 'Pilot', 'give', 'a', 'ride', 'to', 'Cassie,', 'a', 'distressed', 'young', 'woman.', 'She', 'and', 'Jack', 'hit', 'it', 'off.', 'They', 'pick', 'up', 'an', 'aging', 'stoner', 'headed', 'to', 'Seattle', 'for', 'Kurt', ""Cobain's"", 'memorial,', 'and', 'they', 'help', 'a', 'circus', 'sideshow', 'family.', 'Why', 'is', 'Pilot', 'so', 'set', 'on', 'Seattle,', 'will', 'the', 'goons', 'catch', 'Jack,', 'and', 'is', 'there', 'any', 'way', 'the', ""friends'"", 'competing', 'needs', 'can', 'be', 'resolved?']","['It', 'started', 'as', 'a', 'desperate', 'escape', 'and', 'became', 'the', 'wildest', 'ride', 'of', 'their', 'lives']",Highway,"['Jake Gyllenhaal', 'Selma Blair', 'Jared Leto']",['James Cox']
"['Comedy', 'Fantasy', 'Music']",188652,[],"['A', 'truly', 'mad', 'concoction,', 'blending', '1950s', 'juvenile', 'delinquents,', 'sci-fi', 'melodrama,', 'song-and-dance,', 'and', 'a', 'touch', 'of', 'horror,', 'everything', 'in', 'just', 'the', 'right', 'combination', 'to', 'create', 'an', 'engaging', 'big', 'screen', 'spectacle!', 'This', 'curious', 'and', 'curiously', 'entertaining', 'story', 'involves', 'one', 'Jonathan', 'Xavier', 'and', 'his', 'devoted', 'misfit', 'gang', 'who,', 'incidentally,', 'have', 'been', 'exiled', 'to', 'Earth', 'from', 'the', 'far', 'reaches', 'of', 'outer', 'space.', ""Johnny's"", 'former', 'girlfriend', 'Bliss', 'has', 'left', 'him', 'and', 'stolen', 'his', 'Resurrection', 'Suit,', 'a', 'cosmic,', 'mind-bending', 'uniform', 'that', 'gives', 'the', 'owner', 'power', 'over', 'others.', 'Along', 'the', 'way,', 'there', 'will', 'be', 'several', 'highly', 'stylized', 'musical', 'numbers,', 'lots', 'of', 'genuinely', 'humorous', 'dialogue,', 'and', 'a', 'wacky', 'plot-twist', 'or', 'two,', 'all', 'beautifully', 'captured', 'on', 'the', 'very', 'last', 'of', ""Kodak's"", 'black-and-white', 'Plus-X', 'film', 'stock.']","['They', 'Sing!', 'They', 'Dance!', ""They're"", 'Juvenile', 'Delinquents', 'from', 'Outer', 'Space!']",The Ghastly Love of Johnny X,"['Will Keenan', 'Creed Bratton', 'De Anna Joy Brooks']",['Paul Bunnell']
"['Comedy', 'Drama']",174311,"['christmas tree', 'salesman', 'french canadian']","['Two', 'French', 'Canadian', 'ne’er-do-wells', 'travel', 'to', 'New', 'York', 'City', 'with', 'a', 'scheme', 'to', 'a', 'get', 'rich', 'quick', 'selling', 'Christmas', 'trees.', 'Easygoing', 'charmer', 'Rene', '(Paul', 'Rudd)', 'clashes', 'with', 'misanthropic', 'ex-con', 'Dennis', '(Paul', 'Giamatti),', 'whose', 'wife', 'Rene', 'just', 'stole.', 'Still,', 'this', 'odd', 'couple', 'must', 'make', 'an', 'honest', 'go', 'of', 'it', 'in', 'this', 'fresh', 'buddy', 'comedy', 'co-starring', 'Sally', 'Hawkins,', 'by', 'the', 'director', 'of', 'the', 'indie', 'breakout', 'hit', 'Junebug.']","['All', 'is', 'busted.', 'All', 'is', 'broke.', 'All', 'is', 'bitter.', 'All', 'is', 'BRIGHT.']",All Is Bright,"['Paul Rudd', 'Paul Giamatti', 'Sally Hawkins']",['Phil Morrison']
"['Mystery', 'Horror', 'History']",12602,"['snake', 'cut-off arm', 'pit', 'revitalization', 'descendant', 'count', 'surrealism']","['In', 'the', 'Olden', 'Tymes,', 'Count', 'Regula', 'is', 'drawn', 'and', 'quartered', 'for', 'killing', 'twelve', 'virgins', 'in', 'his', 'dungeon', 'torture', 'chamber.', 'Thirty-five', 'years', 'later,', 'he', 'comes', 'back', 'to', 'seek', 'revenge', 'on', 'the', 'daughter', 'of', 'his', 'intended', 'thirteenth', 'victim', 'and', 'the', 'son', 'of', 'his', 'prosecutor', 'in', 'order', 'to', 'attain', 'immortal', 'life.']","['UNBELIEVABLE!', 'Until', 'You', 'See', 'It', 'With', 'Your', 'Own', 'Eyes!']",The Torture Chamber of Dr. Sadism,"['Lex Barker', 'Christopher Lee', 'Karin Dor']",['Harald Reinl']
"['Comedy', 'Music']",17768,"['virgin', 'ancient rome', 'freedom', 'sondheim', 'slave', 'based on stage musical', 'slave owner']","['A', 'wily', 'slave', 'must', 'unite', 'a', 'virgin', 'courtesan', 'and', 'his', 'young', 'smitten', 'master', 'to', 'earn', 'his', 'freedom.']","['Something', 'for', 'Everyone!']",A Funny Thing Happened on the Way to the Forum,"['Zero Mostel', 'Phil Silvers', 'Buster Keaton']",['Richard Lester']
"['Action', 'Adventure', 'History', 'Western']",98549,['based on real events'],"['In', '1870s', 'Texas,', 'a', 'ruthless', 'bounty', 'hunter', 'and', 'an', 'Irish', 'desperado', 'flee', 'the', 'law', 'with', 'a', 'young', 'criminal', 'claiming', 'to', 'possess', 'a', 'treasure', 'more', 'valuable', 'than', 'gold.', 'Crossing', 'paths', 'with', 'some', 'of', 'the', 'West’s', 'most', 'notorious', 'figures,', 'the', 'three', 'outlaws', 'fight', 'for', 'their', 'lives', 'in', 'the', 'pursuit', 'of', 'fame', 'and', 'fortune.', 'Fueled', 'by', 'an', 'ensemble', 'cast', 'and', 'inspired', 'by', 'actual', 'events,', 'THE', 'LEGEND', 'OF', 'HELL’S', 'GATE', 'blends', 'legend', 'and', 'history', 'into', 'a', 'Western', 'spectacle', 'that', 'recounts', 'a', 'treacherous', 'existence', 'in', 'post', 'Civil', 'War', 'Texas.']","['Justice', 'was', 'delieverd', 'by', 'the', 'fastest', 'gun.']",The Legend of Hell's Gate: An American Conspiracy,"['Eric Balfour', 'Lou Taylor Pucci', 'Henry Thomas']",['Tanner Beard']
"['Thriller', 'Mystery', 'Horror', 'Drama']",309919,"['self-defense', 'car mechanic', 'graduation', 'high school', 'shooting', 'party', 'murder', 'curse', 'blood', 'teenager', 'attempted rape', 'aftercreditsstinger']","['The', 'town', 'of', 'Downers', 'Grove', 'looks', 'like', 'your', 'average', 'suburban', 'neighborhood', '--', 'but', 'Downers', 'Grove', 'has', 'a', 'disturbing', 'secret....', 'For', 'the', 'past', 'eight', 'years,', 'one', 'senior', 'from', 'every', 'high', 'school', 'graduating', 'class', 'has', 'met', 'a', 'bizarre', 'death', 'right', 'before', 'graduation', 'day.', 'And', 'this', 'year,', 'Chrissie', 'Swanson', 'has', 'a', 'terrible', 'feeling', 'that', 'she', 'is', 'going', 'to', 'be', 'the', 'one', 'to', 'die.', 'Can', 'Chrissie', 'survive', 'the', 'curse', 'of', 'Downers', 'Grove', 'or', 'will', 'she,', 'like', 'those', 'seniors', 'before', 'her,', 'fall', 'prey', 'to', 'the', ""town's"", 'deadly', 'secret?']","['High', 'school', 'can', 'be', 'murder.']",The Curse of Downers Grove,"['Bella Heathcote', 'Lucas Till', 'Helen Slater']",['Derick Martini']
['Thriller'],299553,"['lake', 'shark attack']","['Meredith', 'Hendricks', 'happens', 'to', 'be', 'the', 'best', 'cop', 'in', 'her', 'quiet', 'town', 'on', 'Lake', 'Tahoe.', 'When', 'a', 'black-market', 'exotic', 'species', 'dealer', 'named', 'Clint', 'is', 'paroled', 'from', 'prison,', 'something', 'he', 'let', 'loose', 'begins', 'to', 'make', 'its', 'presence', 'known.', 'Swimmers', 'and', 'land-lovers', 'alike', 'begin', 'to', 'become', 'part', 'of', 'the', 'food', 'chain', 'at', 'an', 'unbelievable', 'rate.', 'Meredith', 'and', 'her', 'team', 'discover', 'that', ""they're"", 'not', 'just', 'hunting', 'one', 'eating', 'machine,', 'but', 'a', 'whole', 'family', 'of', 'them.', 'Not', 'everyone', 'will', 'make', 'it', 'out', 'alive,', 'but', 'those', 'who', 'do', 'will', 'never', 'forget', 'this', 'summer', 'at', 'Shark', 'Lake.']","['In', 'this', 'lake', 'you', 'have', 'to', 'fight', 'to', 'survive']",Shark Lake,"['Dolph Lundgren', 'James Chalke', 'Sara Malakul Lane']",['Jerry Dugan']
"['Crime', 'Drama']",21309,"['sex', 'police', 'friends', 'murder']","['A', 'group', 'of', 'high', 'school', 'friends', 'discover', 'that', 'they', 'are', 'in', 'the', 'presence', 'of', 'a', 'killer.', 'One', 'of', 'them,', 'Samson,', 'has', 'murdered', 'his', 'girlfriend', 'Jamie.', 'He', 'brags', 'to', 'his', 'friends', 'about', 'killing', 'her,', 'and', 'when', 'they', 'discover', 'he', 'is', 'telling', 'the', 'truth,', 'their', 'reactions', 'vary.']","['The', 'most', 'controversial', 'film', 'you', 'will', 'see', 'this', 'year.']",River's Edge,"['Crispin Glover', 'Keanu Reeves', 'Ione Skye']",['Tim Hunter']
"['Drama', 'Thriller', 'Mystery']",26388,"['isolation', 'coffin', 'race against time', 'buried alive', 'survival', 'terrorism', 'danger', 'cell phone', 'desert', 'psychological', 'aftercreditsstinger', 'captivity', 'chases and races', 'mind and soul', 'confined']","['Paul', 'is', 'a', 'U.S.', 'truck', 'driver', 'working', 'in', 'Iraq.', 'After', 'an', 'attack', 'by', 'a', 'group', 'of', 'Iraqis', 'he', 'wakes', 'to', 'find', 'he', 'is', 'buried', 'alive', 'inside', 'a', 'coffin.', 'With', 'only', 'a', 'lighter', 'and', 'a', 'cell', 'phone', ""it's"", 'a', 'race', 'against', 'time', 'to', 'escape', 'this', 'claustrophobic', 'death', 'trap.']","['170,000', 'sq', 'miles', 'of', 'desert.', '90', 'minutes', 'of', 'oxygen.', 'No', 'way', 'out.']",Buried,"['Ryan Reynolds', 'José Luis García Pérez', 'Robert Paterson']",['Rodrigo Cortés']
"['Drama', 'Comedy', 'Romance']",49020,"['beach', 'wales', 'friendship', 'bullying', 'teenage girl', 'loss of virginity']","['15-year-old', 'deep-thinking', 'Welsh', 'schoolboy,', 'Oliver', 'Tate', '(Craig', 'Roberts)', 'struggles', 'to', 'initiate', 'and', 'maintain', 'a', 'relationship', 'with', 'Jordana', '(Yasmin', 'Paige),', 'his', 'devilish,', 'dark-haired', 'classmate', 'at', 'their', 'Swansea', 'high', 'school.', 'As', 'his', ""parents'"", 'marriage', 'begins', 'to', 'fall', 'apart,', 'similar', 'problems', 'arise', 'in', 'his', 'relationship', 'with', 'Jordana.']","['A', 'comedy', 'that', ""doesn't"", 'let', 'principles', 'stand', 'in', 'the', 'way', 'of', 'progress.']",Submarine,"['Craig Roberts', 'Sally Hawkins', 'Paddy Considine']",['Richard Ayoade']
"['Documentary', 'Drama', 'History']",159037,['woman director'],"['The', 'Square,', 'a', 'new', 'film', 'by', 'Jehane', 'Noujaim', '(Control', 'Room;', 'Rafea:', 'Solar', 'Mama),', 'looks', 'at', 'the', 'hard', 'realities', 'faced', 'day-to-day', 'by', 'people', 'working', 'to', 'build', 'Egypt’s', 'new', 'democracy.', 'Catapulting', 'us', 'into', 'the', 'action', 'spread', 'across', '2011', 'and', '2012,', 'the', 'film', 'provides', 'a', 'kaleidoscopic,', 'visceral', 'experience', 'of', 'the', 'struggle.', 'Cairo’s', 'Tahrir', 'Square', 'is', 'the', 'heart', 'and', 'soul', 'of', 'the', 'film,', 'which', 'follows', 'several', 'young', 'activists.', 'Armed', 'with', 'values,', 'determination,', 'music,', 'humor,', 'an', 'abundance', 'of', 'social', 'media,', 'and', 'sheer', 'obstinacy,', 'they', 'know', 'that', 'the', 'thorny', 'path', 'to', 'democracy', 'only', 'began', 'with', 'Hosni', 'Mubarek’s', 'fall.', 'The', 'life-and-death', 'struggle', 'between', 'the', 'people', 'and', 'the', 'power', 'of', 'the', 'state', 'is', 'still', 'playing', 'out.']","['What', 'does', 'it', 'mean', 'to', 'risk', 'your', 'life', 'for', 'your', 'ideals?', 'How', 'far', 'will', 'five', 'revolutionaries', 'go', 'in', 'defending', 'their', 'beliefs', 'in', 'the', 'fight', 'for', 'their', 'nation?']",The Square,"['Khalid Abdalla', 'Dina Abdullah', 'Dina Amer']",['Jehane Noujaim']
"['Drama', 'Music']",157293,"['underdog', 'competition', 'dance', 'musical', 'drama']","['When', 'a', 'capable', 'dancer', 'is', 'provoked', 'by', 'the', 'evil', 'design', 'of', 'his', 'employer,', 'naturally', 'he', 'will', 'be', 'out', 'to', 'prove', 'his', 'mettle.']","[""India's"", 'First', '3D', 'Dance', 'movie']",ABCD (Any Body Can Dance),"['Prabhu Deva', 'Ganesh Acharya', 'Kay Kay Menon']","[""Remo D'Souza""]"
"['Thriller', 'Documentary', 'Crime', 'History']",14048,"['judge', 'juggler', 'passion', 'reality', 'street artist', 'jail', 'independent film', 'fame', 'hiding', 'tower']","['On', 'August', '7th', '1974,', 'French', 'tightrope', 'walker', 'Philippe', 'Petit', 'stepped', 'out', 'on', 'a', 'high', 'wire,', 'illegally', 'rigged', 'between', 'New', ""York's"", 'World', 'Trade', 'Center', 'twin', 'towers,', 'then', 'the', ""world's"", 'tallest', 'buildings.', 'After', 'nearly', 'an', 'hour', 'of', 'performing', 'on', 'the', 'wire,', '1,350', 'feet', 'above', 'the', 'sidewalks', 'of', 'Manhattan,', 'he', 'was', 'arrested.', 'This', 'fun', 'and', 'spellbinding', 'documentary', 'chronicles', 'Philippe', ""Petit's"", '""highest""', 'achievement.']","['1974.', '1350', 'feet', 'up.', 'The', 'artistic', 'crime', 'of', 'the', 'century.']",Man on Wire,"['Philippe Petit', 'Jean François Heckel', 'Jean-Louis Blondeau']",['James Marsh']
"['Horror', 'Drama', 'Thriller']",38358,"['exorcism', 'fraud', 'evil spirit', 'human sacrifice', 'mockumentary', 'preacher', 'satanic ritual', 'found footage', 'satanic cult']","['After', 'years', 'of', 'performing', '“exorcisms”', 'and', 'taking', 'believers’', 'money,', 'Reverend', 'Marcus', 'travels', 'to', 'rural', 'Louisiana', 'with', 'a', 'film', 'crew', 'so', 'he', 'can', 'dispel', 'what', 'he', 'believes', 'is', 'the', 'myth', 'of', 'demonic', 'possession.', 'The', 'dynamic', 'reverend', 'is', 'certain', 'that', 'this', 'will', 'be', 'another', 'routine', '“exorcism”', 'on', 'a', 'disturbed', 'religious', 'fanatic', 'but', 'instead', 'comes', 'upon', 'the', 'blood-soaked', 'farm', 'of', 'the', 'Sweetzer', 'family', 'and', 'a', 'true', 'evil', 'he', 'would', 'have', 'never', 'thought', 'imaginable.']","['Believe', 'In', 'Him.']",The Last Exorcism,"['Ashley Bell', 'Patrick Fabian', 'Iris Bahr']",['Daniel Stamm']
['Drama'],33511,"['musician', 'musical', 'biography', 'teenager', 'dark past', 'hit by a car', 'new brighton england', 'woman director', '1950s', 'aspiring musician']","['The', 'drama', 'tells', 'the', 'story', 'of', ""Lennon's"", 'teenage', 'years', 'and', 'the', 'start', 'of', 'his', 'journey', 'to', 'becoming', 'a', 'successful', 'musician.', 'The', 'story', 'also', 'examines', 'the', 'impact', 'on', 'his', 'early', 'life', 'and', 'personality', 'of', 'the', 'two', 'dominant', 'females', 'in', 'his', 'childhood']","['As', 'a', 'boy', 'all', 'John', 'Lennon', 'needed', 'was', 'love.']",Nowhere Boy,"['Aaron Taylor-Johnson', 'Anne-Marie Duff', 'Kristin Scott Thomas']",['Sam Taylor-Johnson']
['Drama'],702,"['southern usa', 'rape', 'sister sister relationship', 'loss of sense of reality', 'brother-in-law', 'violent husband', 'new orleans', 'middle aged woman', 'brother-in-law sister-in-law relationship', 'light bulb', 'expectant father', 'off screen rape']","['Disturbed', 'Blanche', 'DuBois', 'moves', 'in', 'with', 'her', 'sister', 'in', 'New', 'Orleans', 'and', 'is', 'tormented', 'by', 'her', 'brutish', 'brother-in-law', 'while', 'her', 'reality', 'crumbles', 'around', 'her.']","['...Blanche,', 'who', 'wanted', 'so', 'much', 'to', 'stay', 'a', 'lady...']",A Streetcar Named Desire,"['Vivien Leigh', 'Marlon Brando', 'Kim Hunter']",['Elia Kazan']
"['Drama', 'Comedy', 'War']",935,"['usa president', 'general', 'cold war', 'strategic air command', 'nuclear missile', 'war room', 'bomber pilot', 'nuclear weapons', 'ex nazi', 'doomsday device', 'absurdism']","['Insane', 'General', 'Jack', 'D.', 'Ripper', 'initiates', 'a', 'nuclear', 'strike', 'on', 'the', 'Soviet', 'Union.', 'As', 'soon', 'as', 'the', 'actions', 'of', 'General', '""Buck""', 'Turgidson', 'are', 'discovered,', 'a', 'war', 'room', 'full', 'of', 'politicians,', 'generals', 'and', 'a', 'Russian', 'diplomat', 'all', 'frantically', 'try', 'to', 'stop', 'the', 'nuclear', 'strike.', 'Near', 'the', 'end', 'is', 'a', 'scene', 'that', 'is', 'probably', 'the', 'most', 'uniquely', 'unforgettable', 'performance', 'of', 'Slim', 'Pickens', 'in', 'his', 'movie', 'career.', 'Peter', 'Sellers', 'plays', 'multiple', 'roles', 'in', 'this', 'film.']","['The', 'hot-line', 'suspense', 'comedy']",Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,"['Peter Sellers', 'George C. Scott', 'Sterling Hayden']",['Stanley Kubrick']
"['Drama', 'Romance']",542,"['heart attack', 'drug traffic', 'drug crime', 'mexican province', 'celibacy', 'priest', 'pregnancy', 'catholicism', 'new mexican cinema']","['The', 'young', 'Father', 'Amaro', 'is', 'put', 'to', 'the', 'test.', 'He', 'is', 'sent', 'to', 'Mexico', 'to', 'help', 'take', 'care', 'of', 'aging', 'Father', 'Benito', 'when', 'he', 'meets', 'a', '16-year-old', 'girl', 'that', 'he', 'begins', 'and', 'affair', 'with.', 'It', 'turns', 'out', 'the', 'girls', 'mother', 'had', 'been', 'having', 'an', 'affair', 'with', 'Father', 'Benito.', 'Father', 'Amaro', 'must', 'soon', 'choose', 'between', 'the', 'holy', 'or', 'the', 'sinful', 'life.']","['Lead', 'us', 'not', 'into', 'temptation']",The Crime of Padre Amaro,"['Gael García Bernal', 'Ana Claudia Talancón', 'Sancho Gracia']",['Carlos Carrera']
"['Drama', 'Fantasy']",84175,"['refugee camp', 'hurricane', 'fantasy', 'flooding', 'global warming', 'drama', 'bayou', 'crab', 'storm', 'celebration', 'auroch', 'tough love', 'defrost', 'levee', 'prehistoric creature', 'lost mother', 'melting ice caps', 'shrimp', 'salt water', 'explosives', 'crawfish', 'shrimping', 'submerged', 'grits', 'african american child', 'wild man']","['Hushpuppy,', 'an', 'intrepid', 'six-year-old', 'girl,', 'lives', 'with', 'her', 'father,', 'Wink', 'in', ""'the"", ""Bathtub',"", 'a', 'southern', 'Delta', 'community', 'at', 'the', 'edge', 'of', 'the', 'world.', 'Wink’s', 'tough', 'love', 'prepares', 'her', 'for', 'the', 'unraveling', 'of', 'the', 'universe', '–', 'for', 'a', 'time', 'when', 'he’s', 'no', 'longer', 'there', 'to', 'protect', 'her.', 'When', 'Wink', 'contracts', 'a', 'mysterious', 'illness,', 'nature', 'flies', 'out', 'of', 'whack', '–', 'temperatures', 'rise,', 'and', 'the', 'ice', 'caps', 'melt,', 'unleashing', 'an', 'army', 'of', 'prehistoric', 'creatures', 'called', 'aurochs.', 'With', 'the', 'waters', 'rising,', 'the', 'aurochs', 'coming,', 'and', 'Wink’s', 'health', 'fading,', 'Hushpuppy', 'goes', 'in', 'search', 'of', 'her', 'lost', 'mother.']","['I', 'gotta', 'take', 'care', 'of', 'mine.']",Beasts of the Southern Wild,"['Quvenzhané Wallis', 'Dwight Henry', 'Levy Easterly']",['Benh Zeitlin']
"['Action', 'Science Fiction']",1705,"['post-apocalyptic', 'dystopia', 'ape']","['The', 'fifth', 'and', 'final', 'episode', 'in', 'the', 'Planet', 'of', 'the', 'Apes', 'series.', 'After', 'the', 'collapse', 'of', 'human', 'civilization,', 'a', 'community', 'of', 'intelligent', 'apes', 'led', 'by', 'Caesar', 'lives', 'in', 'harmony', 'with', 'a', 'group', 'of', 'humans.', 'Gorilla', 'General', 'Aldo', 'tries', 'to', 'cause', 'an', 'ape', 'civil', 'war', 'and', 'a', 'community', 'of', 'human', 'mutants', 'who', 'live', 'beneath', 'a', 'destroyed', 'city', 'try', 'to', 'conquer', 'those', 'whom', 'they', 'perceive', 'as', 'enemies.', 'All', 'leading', 'to', 'the', 'finale.']","['The', 'final', 'chapter', 'in', 'the', 'incredible', 'Apes', 'saga.', 'The', 'most', 'suspenseful', 'showdown', 'ever', 'filmed', 'as', 'two', 'civilizations', 'battle', 'for', 'the', 'right', 'to', 'inherit', ""what's"", 'left', 'of', 'the', 'earth!']",Battle for the Planet of the Apes,"['Roddy McDowall', 'Natalie Trundy', 'Austin Stoker']",['J. Lee Thompson']
